"","Web.URL","Snippet","Lead.Paragraph","Abstract","Publish.Date","Doc.Type","Material.Type","id","Word.Count","Headline.Main","Headline.Kicker","URI","Content.Kicker","Print.Headline","Headline.Name","SEO","Headline.Sub"
"11","https://www.nytimes.com/1999/11/05/us/gore-calls-on-republicans-to-pass-a-gun-control-bill.html","Seizing on the mass shootings in Seattle and Honolulu this week, Vice President Al Gore angrily challenged the Republican-controlled Congress today to approve far-reaching gun control legislation before lawmakers adjourned for the year.     ''How ...","Seizing on the mass shootings in Seattle and Honolulu this week, Vice President Al Gore angrily challenged the Republican-controlled Congress today to approve far-reaching gun control legislation before lawmakers adjourned for the year. ''How many tragedies does it take before the members of the Republican leadership bottling up this legislation get the message?'' Mr. Gore said at a Capitol Hill news conference, flanked by Democratic legislators and women who work in shelters for victims of domestic violence.","Vice Pres Al Gore, seizing on mass shootings in Seattle and Honolulu, challenges Congress to approve far-reaching gun control legislation before lawmakers adjourn for year; accuses Republican leaders of kowtowing to National Rifle Association; promises to make gun control staple of his presidential campaign; photo (M)","1999-11-05T00:00:00Z","article","News","4fd22d0a8eb7c8105d7b9ced",844,"Gore Calls on Republicans To Pass a Gun Control Bill",NA,NA,NA,NA,NA,NA,NA
"12","https://www.nytimes.com/2003/07/16/us/national-briefing-south-mississippi-death-toll-rises-in-plant-shooting.html","A victim of a July 8 shooting at a factory in Meridian, DeLois Bailey, 53, died of her wounds, bringing to six the number killed by Doug Williams, an employee who also wounded eight others before fatally shooting himself. Mr. Williams had frequent...","A victim of a July 8 shooting at a factory in Meridian, DeLois Bailey, 53, died of her wounds, bringing to six the number killed by Doug Williams, an employee who also wounded eight others before fatally shooting himself. Mr. Williams had frequently made violent threats against blacks, co-workers said. Five of those killed were black, including Ms. Bailey. The Lockheed Martin plant has reopened a week after the shooting. David M. Halbfinger (NYT)","Delois Bailey dies of wounds received in mass shooting by Doug Williams at Lockheed Martin plant in Meridian, Miss, bringing total to six dead, five of them blacks (S)","2003-07-16T00:00:00Z","article","News","4fd275768eb7c8105d834fbf",74,"National Briefing | South: Mississippi: Death Toll Rises In Plant Shooting",NA,NA,NA,NA,NA,NA,NA
"13","https://www.nytimes.com/2007/04/17/opinion/17tue1.html","The mass shooting at Virginia Tech is another horrifying reminder that some of the gravest dangers Americans face come from killers at home armed with guns that are frighteningly easy to obtain....","The mass shooting at Virginia Tech is another horrifying reminder that some of the gravest dangers Americans face come from killers at home armed with guns that are frighteningly easy to obtain.",NA,"2007-04-17T00:00:00Z","article","Editorial","5497bcda38f0d82b2e2f40a5",387,NA,NA,NA,NA,NA,NA,NA,NA
"14","https://query.nytimes.com/gst/fullpage.html?res=9504E5DD143EF937A15757C0A9619C8B63","INTERNATIONAL A3-16    Democrats to Send Iraq Bill With Withdrawal Deadline  Congressional Democrats agreed to ignore President Bush's veto threat and send him a $124 billion war spending bill that orders the administration to begin pulling troops...","INTERNATIONAL A3-16 Democrats to Send Iraq Bill With Withdrawal Deadline Congressional Democrats agreed to ignore President Bush's veto threat and send him a $124 billion war spending bill that orders the administration to begin pulling troops out of Iraq by Oct. 1. The House and Senate are to vote on the agreement and send it to the White House by the end of the week. A1 The unexpected outcry about the proposed construction of a wall around a Sunni Arab neighborhood in Baghdad has revealed the depths of Iraqi frustration with the humiliations created by the security plan designed to protect them. A14 Wolfowitz Hires New Lawyer Paul D. Wolfowitz, signaling anew that he will fight for his job as World Bank president, hired Robert S. Bennett, a prominent lawyer who defended President Bill Clinton against accusations of sexual misconduct, to help persuade the bank's board that Mr. Wolfowitz has done nothing to justify his ouster. A10 Nigeria Vote Results Challenged The governing party's candidate for president, Umaru Yar'Adua, easily won the election in Nigeria, election officials announced. But his chief rivals for the office immediately rejected the results, and international observers said that the voting was not credible. A3 U.S. Presses Russia on Missiles Defense Secretary Robert M. Gates pressed Russia's top leaders to accept a new plan for cooperation on missile defense in Europe that he said would make Russia a full partner in the American effort by sharing information, jointly developing new technology and combining radar systems. A6 NATIONAL A17-22 Bush Defends Gonzales After Bipartisan Criticism President Bush said the Congressional testimony of Attorney General Alberto R. Gonzales, roundly panned by members of both parties, ''in a way increased my confidence in his ability to do the job.'' A1 Classes Begin at Virginia Tech A week after the nation's worst mass shooting, which left 33 dead and 24 injured, classes resumed at Virginia Tech. The campus was still struggling to decide how to resume a semblance of a normal life. A17 Lawmakers began weighing ways to prevent future killings on college campuses in a hastily convened Senate hearing a week after the shootings at Virginia Tech. A17 Warning on Medicare System Two seemingly inexorable forces, rising medical costs and the looming retirement of the baby boom generation, are set to overwhelm the Medicare program by 2019, the Bush administration reported. A21 Obama Plan for Foreign Policy Presenting himself as a presidential candidate ''who can speak directly to the world,'' Senator Barack Obama outlined his approach to foreign policy, vowing to double foreign aid, expand and modernize the military and rebuild fractured alliances. A22 EDUCATION States Examine Loan Practices State attorneys general around the country are stepping up their scrutiny of college lending practices in the absence of federal enforcement action. A19 NEW YORK/REGION B1-7 Campaign Finance Plan Collapses Under Criticism Gov. Eliot Spitzer's bid to overhaul New York's campaign finance laws, including lowering limits on contributions, disintegrated as the Senate Republicans suggested that his proposals were undemocratic and would be advantageous to wealthy candidates, like the governor. B1 Corzine Condition Upgraded Gov. Jon S. Corzine of New Jersey was moved out of intensive care and upgraded to stable condition, his doctors said, after 10 days in critical condition with severe chest injuries suffered in a car crash. B1 SCIENCE TIMES F1-8 Billions of Bees Vanish More than a quarter of the country's 2.4 million bee colonies have been lost -- tens of billions of bees, according to an estimate from the Apiary Inspectors of America, a national group that tracks beekeeping. So far, no one can say what is causing the bees to become disoriented and fail to return to their hives. F1 Health & Fitness F5 OBITUARIES C13-15 Boris N. Yeltsin A burly provincial politician who became the first freely elected leader of Russia, presiding over the dissolution of the Soviet Union, he was 76. A1 David Halberstam A Pulitzer Prize-winning journalist and author of books on widely varied topics, he was 73. C13 BUSINESS DAY C1-12 Top Hedge Fund Managers An annual ranking of the top 25 hedge fund earners illustrates the lucrative and rapid rewards for managing hedge funds. A1 Business Digest C2 EDITORIAL A24-25 Editorials: Mr. Spitzer and gay marriage; a deal on the minimum wage; Boris Yeltsin's bequest; recovering ancient protein. Columns: Robert Wright, Nicholas D. Kristof. Crossword E2 TV Listings E9 Weather B8",NA,"2007-04-24T00:00:00Z","article","Summary","4fd275188eb7c8105d834191",732,NA,NA,NA,NA,NA,NA,NA,NA
"15","https://thelede.blogs.nytimes.com/2008/02/15/blogging-to-grips-with-a-massacre/","Online commentators sort through emotional fallout, wider causes and imperfect strategies for dealing with violence in the wake of the Northern Illinois shootings....","Here is a sampling of notable online commentary today about the mass shooting at Northern Illinois University, its aftermath and its implications, from as close in as the DeKalb, Ill., campus and as far afield as Finland:A torrent of emotionsFrom an online editorial in The Northern Star, the campus newspaper:","Online commentators sort through emotional fallout, wider causes and imperfect strategies for dealing with violence in the wake of the Northern Illinois shootings.","2008-02-15T17:42:44Z","blogpost","Blog","4fd36a078eb7c8105d8bd210",852,"Coming to Grips (Online) With Shooting","The Lede",NA,NA,NA,NA,NA,NA
"16","https://www.nytimes.com/2008/10/20/us/20virginia.html","Families of victims of the mass shootings at Virginia Tech last year met with university officials to ask questions about their response to the killings....","Families of victims of the mass shootings at Virginia Tech last year met with university officials to ask questions about their response to the killings.",NA,"2008-10-20T00:00:00Z","article","News","54792f3838f0d86bf592f07b",269,"Officials Meet With Families About Virginia Tech Shootings",NA,NA,NA,"Officials Meet With Families About Shootings",NA,NA,NA
"17","https://cityroom.blogs.nytimes.com/2009/04/06/13-binghamton-victims-are-mourned/","Also in the Morning Buzz: an Independence Party endorsement for the mayor; the energy consumption of the new Yankee Stadium and Citi Field; and more headlines from local papers....","Two days after one of New York State's deadliest mass shootings, residents of Binghamton and the nearby towns and villages gathered for memorial services to grieve 13 slain men and women, as the city released the identities of all the victims.","Also in the Morning Buzz: an Independence Party endorsement for the mayor; the energy consumption of the new Yankee Stadium and Citi Field; and more headlines from local papers.","2009-04-06T08:18:51Z","blogpost","Blog","4fd395678eb7c8105d8cb0b1",1887,"13 Binghamton Victims Are Mourned","City Room",NA,NA,NA,NA,NA,NA
"18","https://www.nytimes.com/2009/04/06/nyregion/06victims.html","Memorial services were held for 13 people slain in one of New York State’s deadliest mass shootings....","Memorial services were held for 13 people slain in one of New York State’s deadliest mass shootings.",NA,"2009-04-06T00:00:00Z","article","News","5469365b38f0d8317bec0bfd",1530,"Binghamton Victims Shared a Dream of Living Better Lives",NA,NA,NA,"Victims Shared a Dream of Living Better Lives",NA,"Binghamton Shooting Victims Shared a Dream of Living Better Lives","From Many Nations to a Classroom in Binghamton  ;"
"19","https://www.nytimes.com/2009/04/11/us/11brfs-SITEOF07MASS_BRF.html","Virginia Tech University has reopened the section of the academic building where a student gunman killed 30 people in the worst mass shooting in modern American history....","Virginia Tech University has reopened the section of the academic building where a student gunman killed 30 people in the worst mass shooting in modern American history.",NA,"2009-04-11T00:00:00Z","article","Brief","545ba96838f0d85e5ee90fbb",122,"Virginia: Site of ’07 Mass Shooting Reopens for a Peace Studies Center",NA,NA,"National Briefing | South","Virginia: Site of ’07 Mass Shooting Reopens For a Peace Studies Center",NA,NA,NA
"20","https://www.nytimes.com/2009/04/18/us/18brfs-SHOOTINGVICT_BRF.html","The parents of two students killed at Virginia Tech in 2007 said they filed lawsuits because they wanted someone held accountable for the worst mass shooting in American history....","The parents of two students killed at Virginia Tech in 2007 said they filed lawsuits because they wanted someone held accountable for the worst mass shooting in American history.",NA,"2009-04-18T00:00:00Z","article","Brief","546998b838f0d8317bec14f0",98,"Virginia: Shooting Victims’ Parents Sue",NA,NA,"National Briefing | South","Virginia: Shooting Victims’ Parents Sue",NA,NA,NA
"21","https://www.nytimes.com/video/us/1247465545786/a-mass-shooting-at-fort-hood.html","A mass shooting at Fort Hood in Texas left 12 soldiers dead and 31 others wounded. (Video: NBC)...","A mass shooting at Fort Hood in Texas left 12 soldiers dead and 31 others wounded. (Video: NBC)",NA,"2009-11-05T19:47:51Z","multimedia","Video","5247236b38f0d8198973e241",18,"A Mass Shooting at Fort Hood",NA,NA,NA,NA,NA,NA,"NBC Nightly News"
"22","https://thelede.blogs.nytimes.com/2009/11/05/reports-of-mass-shooting-at-fort-hood/","As many as 12 people were killed and 31 wounded in a mass shooting at the Army base at Fort Hood, Texas, on Thursday. The suspected gunman, a military psychiatrist, was wounded but remains alive....","Update | 9:15 p.m. At a news conference outside Fort Hood the base commander, Lt. Gen. Robert Cone, just revealed that earlier reports that the suspected gunman, Major Nidal Hasan, had been killed were incorrect. Major Hasan was wounded but remains alive, Lt. Gen. Cone said, adding that he is in custody and ""his death is not imminent."" He added that 12 people, not 11, had been killed by whom the military authorities now describe as a single gunman.","As many as 12 people were killed and 31 wounded in a mass shooting at the Army base at Fort Hood, Texas, on Thursday. The suspected gunman, a military psychiatrist, was wounded but remains alive.","2009-11-05T16:07:43Z","blogpost","Blog","4fd3985a8eb7c8105d8d2776",2770,"Mass Shooting at Fort Hood","The Lede",NA,NA,NA,NA,NA,NA
"23","https://roomfordebate.blogs.nytimes.com/2009/11/06/combat-stress-and-the-fort-hood-gunman/","Is post-traumatic stress among caregivers a significant problem?...","Maj. Nidal Malik Hasan, the 39-year-old Army psychiatrist accused of Thursday's mass shooting at Fort Hood, Tex., had recently expressed deep concerns about being sent to Afghanistan. His cousin, Nader Hasan, said that Major Hasan had counseled scores of soldiers with post-traumatic stress disorder and was ""mortified"" about being deployed.","Is post-traumatic stress among caregivers a significant problem?","2009-11-06T19:09:52Z","blogpost","Blog","4fd397d78eb7c8105d8d14cc",1672,"Combat Stress and the Fort Hood Gunman","Room for Debate",NA,NA,NA,NA,NA,NA
"24","https://mediadecoder.blogs.nytimes.com/2009/11/06/fox-news-channel-draws-a-large-audience-for-coverage-of-fort-hood-shootings/","The normally top-rated Fox News Channel was by far the most popular source for information about the shootings at Fort Hood on Thursday....","Viewership for the cable news channels surged on Thursday afternoon as news of a mass shooting at the Fort Hood Army base shocked the country.","The normally top-rated Fox News Channel was by far the most popular source for information about the shootings at Fort Hood on Thursday.","2009-11-06T18:05:58Z","blogpost","Blog","4fd398598eb7c8105d8d2624",131,"Fox News Channel Draws Large Audience for Coverage of Fort Hood Shootings","Media Decoder",NA,NA,NA,NA,NA,NA
"25","https://www.nytimes.com/2009/11/21/us/21brfs-HEARINGINFOR_BRF.html","An Army psychiatrist charged in the mass shooting at Fort Hood will have a hearing on Saturday in his hospital room in San Antonio on whether he should be jailed before trail....","An Army psychiatrist charged in the mass shooting at Fort Hood will have a hearing on Saturday in his hospital room in San Antonio on whether he should be jailed before trail.",NA,"2009-11-21T00:00:00Z","article","Brief","5458b94138f0d8086c45eb31",139,"Texas: Hearing in Fort Hood Case",NA,NA,"National Briefing | Southwest","Texas: Hearing In Fort Hood Case",NA,NA,NA
